Date,Time,Species,Scientific name,"Size
(cm)",Sex,Status,Tags,Bioregion,SD region,Beach,a,b,biomass_g,biomass_kg
27/11/2023,08:59,Dusky Whaler,Carcharhinus obscurus,190,M,Alive,ID,Sydney Basin,Central Coast North,Crackneck Point,0.00794,3.07,78631.04679,78.63104679
09/12/2023,08:54,Dusky Whaler,Carcharhinus obscurus,165,M,Alive,ID,Sydney Basin,Central Coast North,Crackneck Point,0.00794,3.07,50991.3149,50.9913149
26/12/2023,08:47,Dusky Whaler,Carcharhinus obscurus,195,F,Alive,ID,Sydney Basin,Central Coast North,Crackneck Point,0.00794,3.07,85158.25612,85.15825612
03/01/2024,10:44,Smooth Hammerhead,Sphyrna zygaena,174,M,Alive,ID,Sydney Basin,Central Coast North,Crackneck Point,0.00417,3.03,25644.85674,25.64485674
10/01/2024,NA,Dusky Whaler,Carcharhinus obscurus,168,F,Alive,ID,Sydney Basin,Central Coast North,Crackneck Point,0.00794,3.07,53891.46594,53.89146594
11/01/2024,NA,Tiger Shark,Galeocerdo cuvier,144,F,Alive,"ID, A",Sydney Basin,Central Coast North,Crackneck Point,0.00724,3.09,33812.60778,33.81260778
27/01/2024,16:15,Dusky Whaler,Carcharhinus obscurus,189,M,Alive,ID,Sydney Basin,Central Coast North,Crackneck Point,0.00794,3.07,77367.44257,77.36744257
12/02/2024,17:59,Dusky Whaler,Carcharhinus obscurus,178,M,Alive,ID,Sydney Basin,Central Coast North,Crackneck Point,0.00794,3.07,64359.09218,64.35909218
26/02/2024,06:47,Dusky Whaler,Carcharhinus obscurus,198,F,Alive,ID,Sydney Basin,Central Coast North,Crackneck Point,0.00794,3.07,89244.74162,89.24474162
06/03/2024,10:42,Dusky Whaler,Carcharhinus obscurus,177,M,Alive,ID,Sydney Basin,Central Coast North,Crackneck Point,0.00794,3.07,63255.51999,63.25551999
13/03/2024,12:19,Dusky Whaler,Carcharhinus obscurus,206,F,Alive,ID,Sydney Basin,Central Coast North,Crackneck Point,0.00794,3.07,100784.2966,100.7842966
14/03/2024,09:36,Dusky Whaler,Carcharhinus obscurus,228,M,Alive,ID,Sydney Basin,Central Coast North,Crackneck Point,0.00794,3.07,137619.6607,137.6196607
27/05/2024,13:06,Dusky Whaler,Carcharhinus obscurus,150,M,Alive,ID,Sydney Basin,Central Coast North,Crackneck Point,0.00794,3.07,38055.7835,38.0557835
27/06/2024,09:19,Dusky Whaler,Carcharhinus obscurus,132,M,Alive,ID,Sydney Basin,Central Coast North,Crackneck Point,0.00794,3.07,25702.9204,25.7029204
21/08/2023,09:51,Bronze Whaler,Carcharhinus brachyurus,260,F,Alive,ID,Sydney Basin,Central Coast North,Pebbly Beach,0.00468,3.1,143437.6733,143.4376733
19/06/2024,08:44,Bronze Whaler,Carcharhinus brachyurus,279,F,Alive,ID,Sydney Basin,Central Coast North,Pebbly Beach,0.00468,3.1,178492.0524,178.4920524
20/07/2023,09:39,Bronze Whaler,Carcharhinus brachyurus,266,F,Alive,ID,Sydney Basin,Central Coast North,Pelican Beach,0.00468,3.1,153949.7283,153.9497283
16/08/2023,07:56,White Shark,Carcharodon carcharias,198,F,Alive,"ID, A",Sydney Basin,Central Coast North,Pelican Beach,0.00871,3.04,83537.28058,83.53728058
06/10/2023,12:13,Dusky Whaler,Carcharhinus obscurus,104,F,Alive,ID,Sydney Basin,Central Coast North,Pelican Beach,0.00794,3.07,12362.68644,12.36268644
22/11/2023,NA,Smooth Hammerhead,Sphyrna zygaena,295,F,Dead,,Sydney Basin,Central Coast North,Pelican Beach,0.00417,3.03,126968.7264,126.9687264
28/12/2023,13:48,Dusky Whaler,Carcharhinus obscurus,130,M,Alive,ID,Sydney Basin,Central Coast North,Pelican Beach,0.00794,3.07,24525.99266,24.52599266
12/01/2024,13:59,Bronze Whaler,Carcharhinus brachyurus,251,M,Alive,ID,Sydney Basin,Central Coast North,Pelican Beach,0.00468,3.1,128598.0519,128.5980519
20/01/2024,07:09,Shortfin Mako Shark,Isurus oxyrinchus,135,M,Alive,ID,Sydney Basin,Central Coast North,Pelican Beach,0.093585714,2.891142857,134992.2442,134.9922442
21/01/2024,11:40,Dusky Whaler,Carcharhinus obscurus,169,F,Alive,ID,Sydney Basin,Central Coast North,Pelican Beach,0.00794,3.07,54882.34829,54.88234829
05/03/2024,09:24,Dusky Whaler,Carcharhinus obscurus,114,F,Alive,ID,Sydney Basin,Central Coast North,Pelican Beach,0.00794,3.07,16387.71476,16.38771476
06/03/2024,13:39,Dusky Whaler,Carcharhinus obscurus,147,F,Alive,ID,Sydney Basin,Central Coast North,Pelican Beach,0.00794,3.07,35767.18163,35.76718163
16/04/2024,09:58,Bronze Whaler,Carcharhinus brachyurus,227,F,Alive,ID,Sydney Basin,Central Coast North,Pelican Beach,0.00468,3.1,94172.91429,94.17291429
17/04/2024,11:09,Dusky Whaler,Carcharhinus obscurus,186,M,Alive,ID,Sydney Basin,Central Coast North,Pelican Beach,0.00794,3.07,73658.90207,73.65890207
18/04/2024,11:17,Smooth Hammerhead,Sphyrna zygaena,179,M,Alive,ID,Sydney Basin,Central Coast North,Pelican Beach,0.00417,3.03,27943.49595,27.94349595
04/05/2024,13:19,Dusky Whaler,Carcharhinus obscurus,212,F,Alive,ID,Sydney Basin,Central Coast North,Pelican Beach,0.00794,3.07,110070.6663,110.0706663
09/06/2024,08:08,Bronze Whaler,Carcharhinus brachyurus,253,M,Alive,ID,Sydney Basin,Central Coast North,Pelican Beach,0.00468,3.1,131801.2317,131.8012317
04/08/2023,13:29,Bronze Whaler,Carcharhinus brachyurus,269,F,Alive,ID,Sydney Basin,Central Coast North,Point Beach,0.00468,3.1,159396.1844,159.3961844
02/11/2023,07:47,Dusky Whaler,Carcharhinus obscurus,129,M,Alive,ID,Sydney Basin,Central Coast North,Point Beach,0.00794,3.07,23951.40051,23.95140051
16/11/2023,09:05,Shortfin Mako Shark,Isurus oxyrinchus,110,F,Alive,ID,Sydney Basin,Central Coast North,Point Beach,0.093585714,2.891142857,74673.66029,74.67366029
26/12/2023,17:09,Dusky Whaler,Carcharhinus obscurus,131,M,Alive,ID,Sydney Basin,Central Coast North,Point Beach,0.00794,3.07,25109.80732,25.10980732
03/01/2024,NA,Dusky Whaler,Carcharhinus obscurus,181,M,Alive,ID,Sydney Basin,Central Coast North,Point Beach,0.00794,3.07,67747.57077,67.74757077
10/01/2024,11:04,Tiger Shark,Galeocerdo cuvier,144,M,Alive,"ID, A",Sydney Basin,Central Coast North,Point Beach,0.00724,3.09,33812.60778,33.81260778
12/02/2024,15:44,Dusky Whaler,Carcharhinus obscurus,161,F,Alive,ID,Sydney Basin,Central Coast North,Point Beach,0.00794,3.07,47290.7217,47.2907217
17/02/2024,16:08,Dusky Whaler,Carcharhinus obscurus,148,F,Alive,ID,Sydney Basin,Central Coast North,Point Beach,0.00794,3.07,36519.42818,36.51942818
13/03/2024,11:47,Dusky Whaler,Carcharhinus obscurus,171,F,Alive,ID,Sydney Basin,Central Coast North,Point Beach,0.00794,3.07,56900.82475,56.90082475
18/03/2024,13:00,Dusky Whaler,Carcharhinus obscurus,153,M,Alive,ID,Sydney Basin,Central Coast North,Point Beach,0.00794,3.07,40441.12189,40.44112189
27/05/2024,12:55,White Shark,Carcharodon carcharias,236,M,Alive,"ID, A",Sydney Basin,Central Coast North,Point Beach,0.00871,3.04,142452.6865,142.4526865
07/06/2024,13:28,Bronze Whaler,Carcharhinus brachyurus,249,F,Alive,ID,Sydney Basin,Central Coast North,Point Beach,0.00468,3.1,125448.0252,125.4480252
24/06/2024,08:54,Bronze Whaler,Carcharhinus brachyurus,270,F,Alive,ID,Sydney Basin,Central Coast North,Point Beach,0.00468,3.1,161240.2719,161.2402719
15/07/2023,10:43,Bronze Whaler,Carcharhinus brachyurus,301,F,Alive,ID,Sydney Basin,Central Coast North,Shelly Beach,0.00468,3.1,225840.5846,225.8405846
02/10/2023,09:12,White Shark,Carcharodon carcharias,198,F,Alive,"ID, A",Sydney Basin,Central Coast North,Shelly Beach,0.00871,3.04,83537.28058,83.53728058
05/02/2024,09:06,Dusky Whaler,Carcharhinus obscurus,137,M,Alive,ID,Sydney Basin,Central Coast North,Shelly Beach,0.00794,3.07,28810.6226,28.8106226
08/04/2024,07:57,Dusky Whaler,Carcharhinus obscurus,147,F,Alive,ID,Sydney Basin,Central Coast North,Shelly Beach,0.00794,3.07,35767.18163,35.76718163
13/04/2024,NA,Dusky Whaler,Carcharhinus obscurus,163,M,Alive,ID,Sydney Basin,Central Coast North,Shelly Beach,0.00794,3.07,49117.52196,49.11752196
21/07/2023,08:51,Dusky Whaler,Carcharhinus obscurus,189,M,Alive,ID,Sydney Basin,Central Coast North,Soldiers Point Beach,0.00794,3.07,77367.44257,77.36744257
21/07/2023,12:24,Bronze Whaler,Carcharhinus brachyurus,249,F,Alive,ID,Sydney Basin,Central Coast North,Soldiers Point Beach,0.00468,3.1,125448.0252,125.4480252
08/08/2023,09:01,Shortfin Mako Shark,Isurus oxyrinchus,130,M,Alive,ID,Sydney Basin,Central Coast North,Soldiers Point Beach,0.093585714,2.891142857,121038.0122,121.0380122
29/08/2023,08:55,Shortfin Mako Shark,Isurus oxyrinchus,124,M,Alive,ID,Sydney Basin,Central Coast North,Soldiers Point Beach,0.093585714,2.891142857,105582.2011,105.5822011
09/09/2023,10:38,Bronze Whaler,Carcharhinus brachyurus,293,F,Alive,ID,Sydney Basin,Central Coast North,Soldiers Point Beach,0.00468,3.1,207747.3421,207.7473421
16/10/2023,08:46,Shortfin Mako Shark,Isurus oxyrinchus,154,M,Alive,ID,Sydney Basin,Central Coast North,Soldiers Point Beach,0.093585714,2.891142857,197535.1863,197.5351863
08/11/2023,11:49,Dusky Whaler,Carcharhinus obscurus,164,M,Alive,ID,Sydney Basin,Central Coast North,Soldiers Point Beach,0.00794,3.07,50048.50578,50.04850578
22/11/2023,07:38,Bronze Whaler,Carcharhinus brachyurus,255,M,Alive,ID,Sydney Basin,Central Coast North,Soldiers Point Beach,0.00468,3.1,135058.0305,135.0580305
04/02/2024,08:10,Dusky Whaler,Carcharhinus obscurus,142,F,Alive,ID,Sydney Basin,Central Coast North,Soldiers Point Beach,0.00794,3.07,32162.19788,32.16219788
20/02/2024,12:06,Dusky Whaler,Carcharhinus obscurus,129,F,Alive,ID,Sydney Basin,Central Coast North,Soldiers Point Beach,0.00794,3.07,23951.40051,23.95140051
07/03/2024,12:08,Dusky Whaler,Carcharhinus obscurus,167,F,Alive,ID,Sydney Basin,Central Coast North,Soldiers Point Beach,0.00794,3.07,52912.71777,52.91271777
22/03/2024,14:55,Dusky Whaler,Carcharhinus obscurus,145,M,Alive,ID,Sydney Basin,Central Coast North,Soldiers Point Beach,0.00794,3.07,34294.16786,34.29416786
29/03/2024,14:33,Dusky Whaler,Carcharhinus obscurus,137,M,Alive,ID,Sydney Basin,Central Coast North,Soldiers Point Beach,0.00794,3.07,28810.6226,28.8106226
03/04/2024,14:44,Dusky Whaler,Carcharhinus obscurus,141,F,Alive,ID,Sydney Basin,Central Coast North,Soldiers Point Beach,0.00794,3.07,31471.91563,31.47191563
07/04/2024,15:07,Dusky Whaler,Carcharhinus obscurus,170,F,Alive,ID,Sydney Basin,Central Coast North,Soldiers Point Beach,0.00794,3.07,55885.44212,55.88544212
28/04/2024,14:10,Dusky Whaler,Carcharhinus obscurus,155,M,Alive,ID,Sydney Basin,Central Coast North,Soldiers Point Beach,0.00794,3.07,42086.11289,42.08611289
28/07/2023,10:51,Bronze Whaler,Carcharhinus brachyurus,269,F,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00468,3.1,159396.1844,159.3961844
23/10/2023,NA,Bronze Whaler,Carcharhinus brachyurus,275,M,Dead,,Sydney Basin,Central Coast North,The Entrance Beach,0.00468,3.1,170677.8659,170.6778659
06/11/2023,14:50,Smooth Hammerhead,Sphyrna zygaena,145,M,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00417,3.03,14759.82138,14.75982138
08/11/2023,10:30,Bronze Whaler,Carcharhinus brachyurus,211,F,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00468,3.1,75079.51604,75.07951604
28/11/2023,NA,Dusky Whaler,Carcharhinus obscurus,110,M,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00794,3.07,14685.74713,14.68574713
29/12/2023,08:02,Smooth Hammerhead,Sphyrna zygaena,170,M,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00417,3.03,23899.91117,23.89991117
03/01/2024,11:16,Shortfin Mako Shark,Isurus oxyrinchus,121,M,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.093585714,2.891142857,98364.77565,98.36477565
13/01/2024,15:40,Dusky Whaler,Carcharhinus obscurus,199,M,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00794,3.07,90635.73209,90.63573209
20/01/2024,12:28,Dusky Whaler,Carcharhinus obscurus,141,F,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00794,3.07,31471.91563,31.47191563
21/01/2024,15:09,Shortfin Mako Shark,Isurus oxyrinchus,119,M,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.093585714,2.891142857,93737.27659,93.73727659
12/02/2024,12:25,Dusky Whaler,Carcharhinus obscurus,108,M,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00794,3.07,13881.34128,13.88134128
12/02/2024,16:47,Smooth Hammerhead,Sphyrna zygaena,167,M,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00417,3.03,22644.72039,22.64472039
13/02/2024,09:12,Dusky Whaler,Carcharhinus obscurus,199,M,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00794,3.07,90635.73209,90.63573209
15/02/2024,16:25,Dusky Whaler,Carcharhinus obscurus,187,F,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00794,3.07,74881.44811,74.88144811
17/02/2024,10:41,Smooth Hammerhead,Sphyrna zygaena,174,M,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00417,3.03,25644.85674,25.64485674
07/03/2024,14:37,Dusky Whaler,Carcharhinus obscurus,129,M,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00794,3.07,23951.40051,23.95140051
12/03/2024,09:21,Dusky Whaler,Carcharhinus obscurus,152,F,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00794,3.07,39635.13278,39.63513278
12/03/2024,14:58,Dusky Whaler,Carcharhinus obscurus,237,F,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00794,3.07,154987.9467,154.9879467
14/03/2024,12:03,Dusky Whaler,Carcharhinus obscurus,191,F,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00794,3.07,79908.49291,79.90849291
23/03/2024,09:45,Dusky Whaler,Carcharhinus obscurus,176,F,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00794,3.07,62164.7788,62.1647788
23/03/2024,11:18,Dusky Whaler,Carcharhinus obscurus,151,F,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00794,3.07,38840.04556,38.84004556
09/04/2024,09:47,Dusky Whaler,Carcharhinus obscurus,139,M,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00794,3.07,30121.4545,30.1214545
13/04/2024,13:50,Dusky Whaler,Carcharhinus obscurus,183,F,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00794,3.07,70072.13465,70.07213465
28/04/2024,09:28,Dusky Whaler,Carcharhinus obscurus,138,F,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00794,3.07,29461.12303,29.46112303
29/04/2024,08:37,Smooth Hammerhead,Sphyrna zygaena,160,F,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00417,3.03,19889.30476,19.88930476
04/05/2024,08:37,Dusky Whaler,Carcharhinus obscurus,163,F,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00794,3.07,49117.52196,49.11752196
05/05/2024,08:48,Dusky Whaler,Carcharhinus obscurus,189,F,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00794,3.07,77367.44257,77.36744257
24/05/2024,09:38,Dusky Whaler,Carcharhinus obscurus,141,F,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00794,3.07,31471.91563,31.47191563
24/05/2024,12:34,Dusky Whaler,Carcharhinus obscurus,131,M,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00794,3.07,25109.80732,25.10980732
30/05/2024,09:12,White Shark,Carcharodon carcharias,196,F,Alive,"ID, A",Sydney Basin,Central Coast North,The Entrance Beach,0.00871,3.04,80998.43204,80.99843204
14/06/2024,09:29,Dusky Whaler,Carcharhinus obscurus,145,M,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00794,3.07,34294.16786,34.29416786
27/06/2024,11:56,White Shark,Carcharodon carcharias,278,M,Alive,"ID, A",Sydney Basin,Central Coast North,The Entrance Beach,0.00871,3.04,234376.6457,234.3766457
27/06/2024,12:19,Bronze Whaler,Carcharhinus brachyurus,289,F,Alive,ID,Sydney Basin,Central Coast North,The Entrance Beach,0.00468,3.1,199080.703,199.080703
04/08/2023,NA,Bronze Whaler,Carcharhinus brachyurus,230,F,Dead,,Sydney Basin,Central Coast North,Toowoon Bay,0.00468,3.1,98084.89799,98.08489799
05/02/2024,14:34,Dusky Whaler,Carcharhinus obscurus,185,F,Alive,ID,Sydney Basin,Central Coast North,Toowoon Bay,0.00794,3.07,72449.88636,72.44988636
20/06/2024,08:39,Bronze Whaler,Carcharhinus brachyurus,246,F,Alive,ID,Sydney Basin,Central Coast North,Toowoon Bay,0.00468,3.1,120821.6285,120.8216285
09/07/2023,09:31,Bronze Whaler,Carcharhinus brachyurus,213,F,Alive,ID,Sydney Basin,Central Coast South,Avoca Beach,0.00468,3.1,77307.67705,77.30767705
17/09/2023,11:32,Bronze Whaler,Carcharhinus brachyurus,233,F,Alive,ID,Sydney Basin,Central Coast South,Avoca Beach,0.00468,3.1,102105.5169,102.1055169
28/09/2023,13:35,Dusky Whaler,Carcharhinus obscurus,167,M,Alive,ID,Sydney Basin,Central Coast South,Avoca Beach,0.00794,3.07,52912.71777,52.91271777
04/11/2023,16:49,Dusky Whaler,Carcharhinus obscurus,144,F,Alive,ID,Sydney Basin,Central Coast South,Avoca Beach,0.00794,3.07,33573.24758,33.57324758
14/11/2023,12:21,Dusky Whaler,Carcharhinus obscurus,164,M,Alive,ID,Sydney Basin,Central Coast South,Avoca Beach,0.00794,3.07,50048.50578,50.04850578
21/11/2023,06:17,Shortfin Mako Shark,Isurus oxyrinchus,157,F,Alive,ID,Sydney Basin,Central Coast South,Avoca Beach,0.093585714,2.891142857,208866.6756,208.8666756
03/02/2024,10:29,Dusky Whaler,Carcharhinus obscurus,145,F,Alive,ID,Sydney Basin,Central Coast South,Avoca Beach,0.00794,3.07,34294.16786,34.29416786
05/03/2024,09:25,Dusky Whaler,Carcharhinus obscurus,173,M,Alive,ID,Sydney Basin,Central Coast South,Avoca Beach,0.00794,3.07,58968.76591,58.96876591
05/03/2024,16:56,Dusky Whaler,Carcharhinus obscurus,202,M,Alive,ID,Sydney Basin,Central Coast South,Avoca Beach,0.00794,3.07,94896.28405,94.89628405
13/03/2024,09:07,Dusky Whaler,Carcharhinus obscurus,151,M,Alive,ID,Sydney Basin,Central Coast South,Avoca Beach,0.00794,3.07,38840.04556,38.84004556
24/03/2024,16:49,Smooth Hammerhead,Sphyrna zygaena,138,M,Alive,ID,Sydney Basin,Central Coast South,Avoca Beach,0.00417,3.03,12704.85424,12.70485424
25/03/2024,08:09,Dusky Whaler,Carcharhinus obscurus,151,F,Alive,ID,Sydney Basin,Central Coast South,Avoca Beach,0.00794,3.07,38840.04556,38.84004556
05/05/2024,07:54,Dusky Whaler,Carcharhinus obscurus,145,F,Alive,ID,Sydney Basin,Central Coast South,Avoca Beach,0.00794,3.07,34294.16786,34.29416786
07/09/2023,08:00,Bronze Whaler,Carcharhinus brachyurus,235,F,Alive,ID,Sydney Basin,Central Coast South,Copacabana Beach,0.00468,3.1,104847.0525,104.8470525
03/02/2024,09:22,Dusky Whaler,Carcharhinus obscurus,167,M,Alive,ID,Sydney Basin,Central Coast South,Forresters Beach,0.00794,3.07,52912.71777,52.91271777
17/02/2024,08:54,Dusky Whaler,Carcharhinus obscurus,124,M,Alive,ID,Sydney Basin,Central Coast South,Forresters Beach,0.00794,3.07,21214.12267,21.21412267
07/04/2024,09:38,Dusky Whaler,Carcharhinus obscurus,124,F,Alive,ID,Sydney Basin,Central Coast South,Forresters Beach,0.00794,3.07,21214.12267,21.21412267
07/04/2024,14:20,Dusky Whaler,Carcharhinus obscurus,186,F,Alive,ID,Sydney Basin,Central Coast South,Forresters Beach,0.00794,3.07,73658.90207,73.65890207
25/08/2023,12:14,Tiger Shark,Galeocerdo cuvier,366,F,Alive,"ID, A",Sydney Basin,Central Coast South,Macmasters Beach,0.00724,3.09,603802.7964,603.8027964
24/11/2023,14:48,Dusky Whaler,Carcharhinus obscurus,130,F,Alive,ID,Sydney Basin,Central Coast South,Macmasters Beach,0.00794,3.07,24525.99266,24.52599266
25/12/2023,07:06,Dusky Whaler,Carcharhinus obscurus,142,F,Alive,ID,Sydney Basin,Central Coast South,Macmasters Beach,0.00794,3.07,32162.19788,32.16219788
11/01/2024,14:03,Dusky Whaler,Carcharhinus obscurus,185,M,Alive,ID,Sydney Basin,Central Coast South,Macmasters Beach,0.00794,3.07,72449.88636,72.44988636
24/01/2024,10:41,Dusky Whaler,Carcharhinus obscurus,157,F,Alive,ID,Sydney Basin,Central Coast South,Macmasters Beach,0.00794,3.07,43775.63306,43.77563306
03/02/2024,09:04,Dusky Whaler,Carcharhinus obscurus,115,F,Alive,ID,Sydney Basin,Central Coast South,Macmasters Beach,0.00794,3.07,16833.05228,16.83305228
12/02/2024,12:50,Dusky Whaler,Carcharhinus obscurus,130,F,Alive,ID,Sydney Basin,Central Coast South,Macmasters Beach,0.00794,3.07,24525.99266,24.52599266
15/02/2024,09:29,Dusky Whaler,Carcharhinus obscurus,137,F,Alive,ID,Sydney Basin,Central Coast South,Macmasters Beach,0.00794,3.07,28810.6226,28.8106226
05/03/2024,12:18,Dusky Whaler,Carcharhinus obscurus,156,M,Alive,ID,Sydney Basin,Central Coast South,Macmasters Beach,0.00794,3.07,42925.2684,42.9252684
05/03/2024,15:35,Dusky Whaler,Carcharhinus obscurus,159,F,Alive,ID,Sydney Basin,Central Coast South,Macmasters Beach,0.00794,3.07,45510.29746,45.51029746
07/04/2024,07:36,Dusky Whaler,Carcharhinus obscurus,165,F,Alive,ID,Sydney Basin,Central Coast South,Macmasters Beach,0.00794,3.07,50991.3149,50.9913149
07/04/2024,15:03,Dusky Whaler,Carcharhinus obscurus,139,F,Alive,ID,Sydney Basin,Central Coast South,Macmasters Beach,0.00794,3.07,30121.4545,30.1214545
18/04/2024,08:48,Dusky Whaler,Carcharhinus obscurus,169,F,Alive,ID,Sydney Basin,Central Coast South,Macmasters Beach,0.00794,3.07,54882.34829,54.88234829
19/04/2024,09:23,Dusky Whaler,Carcharhinus obscurus,130,M,Alive,ID,Sydney Basin,Central Coast South,Macmasters Beach,0.00794,3.07,24525.99266,24.52599266
29/04/2024,09:43,Dusky Whaler,Carcharhinus obscurus,151,M,Alive,ID,Sydney Basin,Central Coast South,Macmasters Beach,0.00794,3.07,38840.04556,38.84004556
09/05/2024,12:21,Dusky Whaler,Carcharhinus obscurus,174,M,Alive,ID,Sydney Basin,Central Coast South,Macmasters Beach,0.00794,3.07,60021.47926,60.02147926
22/10/2023,10:05,White Shark,Carcharodon carcharias,200,F,Alive,"ID, A",Sydney Basin,Central Coast South,North Avoca Beach,0.00871,3.04,86128.9875,86.1289875
02/11/2023,15:46,Dusky Whaler,Carcharhinus obscurus,122,M,Alive,ID,Sydney Basin,Central Coast South,North Avoca Beach,0.00794,3.07,20181.11618,20.18111618
07/12/2023,12:43,Dusky Whaler,Carcharhinus obscurus,129,M,Alive,ID,Sydney Basin,Central Coast South,North Avoca Beach,0.00794,3.07,23951.40051,23.95140051
12/05/2024,NA,Tailor,Pomatomus saltatrix,49,NA,Alive,,Sydney Basin,Central Coast South,North Avoca Beach,0.015748,2.872803,1129.342769,1.129342769
28/05/2024,NA,Dusky Whaler,Carcharhinus obscurus,138,M,Alive,ID,Sydney Basin,Central Coast South,North Avoca Beach,0.00794,3.07,29461.12303,29.46112303
29/05/2024,14:30,Dusky Whaler,Carcharhinus obscurus,132,M,Alive,ID,Sydney Basin,Central Coast South,North Avoca Beach,0.00794,3.07,25702.9204,25.7029204
27/07/2023,08:59,Bronze Whaler,Carcharhinus brachyurus,259,F,Alive,ID,Sydney Basin,Central Coast South,Terrigal Beach,0.00468,3.1,141734.3518,141.7343518
25/08/2023,NA,Dusky Whaler,Carcharhinus obscurus,123,F,Alive,ID,Sydney Basin,Central Coast South,Terrigal Beach,0.00794,3.07,20693.27335,20.69327335
06/09/2023,14:16,Bronze Whaler,Carcharhinus brachyurus,262,F,Alive,ID,Sydney Basin,Central Coast South,Terrigal Beach,0.00468,3.1,146885.8146,146.8858146
09/10/2023,13:02,Shortfin Mako Shark,Isurus oxyrinchus,199,M,Alive,ID,Sydney Basin,Central Coast South,Terrigal Beach,0.093585714,2.891142857,414497.7819,414.4977819
08/11/2023,10:41,Dusky Whaler,Carcharhinus obscurus,124,M,Alive,ID,Sydney Basin,Central Coast South,Terrigal Beach,0.00794,3.07,21214.12267,21.21412267
18/01/2024,NA,Tiger Shark,Galeocerdo cuvier,149,F,Alive,"ID, A",Sydney Basin,Central Coast South,Terrigal Beach,0.00724,3.09,37573.71489,37.57371489
03/02/2024,11:11,Dusky Whaler,Carcharhinus obscurus,165,M,Alive,ID,Sydney Basin,Central Coast South,Terrigal Beach,0.00794,3.07,50991.3149,50.9913149
13/04/2024,13:38,Dusky Whaler,Carcharhinus obscurus,179,F,Alive,ID,Sydney Basin,Central Coast South,Terrigal Beach,0.00794,3.07,65475.57296,65.47557296
19/04/2024,12:43,Dusky Whaler,Carcharhinus obscurus,133,M,Alive,ID,Sydney Basin,Central Coast South,Terrigal Beach,0.00794,3.07,26305.40788,26.30540788
30/05/2024,12:53,Dusky Whaler,Carcharhinus obscurus,151,F,Alive,ID,Sydney Basin,Central Coast South,Terrigal Beach,0.00794,3.07,38840.04556,38.84004556
20/06/2024,09:18,Dusky Whaler,Carcharhinus obscurus,130,M,Alive,ID,Sydney Basin,Central Coast South,Terrigal Beach,0.00794,3.07,24525.99266,24.52599266
11/07/2023,11:13,Dusky Whaler,Carcharhinus obscurus,138,F,Alive,ID,Sydney Basin,Central Coast South,Wamberal Beach,0.00794,3.07,29461.12303,29.46112303
30/08/2023,08:13,Shortfin Mako Shark,Isurus oxyrinchus,148,M,Alive,ID,Sydney Basin,Central Coast South,Wamberal Beach,0.093585714,2.891142857,176094.672,176.094672
01/11/2023,10:16,Dusky Whaler,Carcharhinus obscurus,106,M,Alive,ID,Sydney Basin,Central Coast South,Wamberal Beach,0.00794,3.07,13107.1874,13.1071874
03/11/2023,13:27,Dusky Whaler,Carcharhinus obscurus,155,M,Alive,ID,Sydney Basin,Central Coast South,Wamberal Beach,0.00794,3.07,42086.11289,42.08611289
07/11/2023,07:24,Dusky Whaler,Carcharhinus obscurus,148,F,Alive,ID,Sydney Basin,Central Coast South,Wamberal Beach,0.00794,3.07,36519.42818,36.51942818
10/11/2023,13:21,Shortfin Mako Shark,Isurus oxyrinchus,148,M,Alive,ID,Sydney Basin,Central Coast South,Wamberal Beach,0.093585714,2.891142857,176094.672,176.094672
