order,recorder,location,Year,Site,species,Weight,Wing
476,wdn,WU,2,22,Illadopsis rufipennis,23,70
477,wdn,WU,2,22,Illadopsis rufipennis,26,76
478,wdn,WU,2,22,Illadopsis rufipennis,28,NA
479,wdn,WU,2,22,Illadopsis rufipennis,25,68
480,wdn,WU,2,22,Illadopsis rufipennis,29,NA
481,wdn,WU,2,22,Artisornis metopias,7,45
482,wdn,WU,2,22,Artisornis metopias,8,50
483,wdn,WU,2,22,Artisornis metopias,8,49
484,wdn,WU,2,22,Artisornis metopias,9,49
485,wdn,WU,2,22,Cryptospiza reichenovii,11,NA
486,wdn,WU,2,22,Cryptospiza reichenovii,12,NA
487,wdn,WU,2,22,Cryptospiza reichenovii,12,NA
488,wdn,WU,2,22,Sheppardia sharpei,13,67
489,wdn,WU,2,22,Sheppardia sharpei,13,NA
490,wdn,WU,2,22,Sheppardia sharpei,14,NA
491,wdn,WU,2,22,Sheppardia sharpei,14,NA
492,wdn,WU,2,22,Sheppardia sharpei,13,NA
493,wdn,WU,2,22,Sheppardia sharpei,12,NA
494,wdn,WU,2,22,Sheppardia sharpei,13,NA
495,wdn,WU,2,22,Sheppardia sharpei,13,NA
496,wdn,WU,2,22,Sheppardia sharpei,12,NA
497,wdn,WU,2,22,Sheppardia sharpei,13,NA
498,wdn,WU,2,22,Sheppardia sharpei,13,NA
499,wdn,WU,2,22,Sheppardia sharpei,14,NA
500,wdn,WU,2,22,Sheppardia sharpei,12,NA
501,wdn,WU,2,22,Sheppardia sharpei,14,NA
502,wdn,WU,2,22,Sheppardia sharpei,12,NA
503,wdn,WU,2,22,Sheppardia sharpei,14,NA
504,wdn,WU,2,22,Sheppardia sharpei,12,NA
505,wdn,WU,2,22,Sheppardia sharpei,13,NA
506,wdn,WU,2,22,Sheppardia sharpei,14,69
507,wdn,WU,2,22,Sheppardia sharpei,13,65
508,wdn,WU,2,22,Sheppardia sharpei,14,NA
509,wdn,WU,2,22,Sheppardia sharpei,14,NA
510,wdn,WU,2,22,Sheppardia sharpei,12,NA
511,wdn,WU,2,22,Sheppardia sharpei,13,NA
512,wdn,WU,2,22,Arizelocichla milanjensis,41,101
513,wdn,WU,2,22,Arizelocichla milanjensis,44,99
514,wdn,WU,2,22,Arizelocichla milanjensis,39,NA
515,wdn,WU,2,22,Arizelocichla milanjensis,42,99
516,wdn,WU,2,22,Arizelocichla masukuensis,29,NA
517,wdn,WU,2,22,Arizelocichla masukuensis,25,NA
518,wdn,WU,2,22,Arizelocichla masukuensis,26,NA
519,wdn,WU,2,22,Arizelocichla masukuensis,28,NA
520,wdn,WU,2,22,Modulatrix stictigula,31,77
521,wdn,WU,2,22,Modulatrix stictigula,32,79
522,wdn,WU,2,22,Modulatrix stictigula,29,76
523,wdn,WU,2,22,Modulatrix stictigula,32,NA
524,wdn,WU,2,22,Modulatrix stictigula,33,NA
525,wdn,WU,2,22,Modulatrix stictigula,33,79
526,wdn,WU,2,22,Modulatrix stictigula,32,80
527,wdn,WU,2,22,Modulatrix stictigula,31,NA
528,wdn,WU,2,22,Indicator variegatus,48,102
529,wdn,WU,2,22,Phyllastrephus albigula,14,NA
530,wdn,WU,2,22,Phyllastrephus albigula,14,71
531,wdn,WU,2,22,Phyllastrephus albigula,15,68
532,wdn,WU,2,22,Phyllastrephus albigula,15,NA
533,wdn,WU,2,22,Phyllastrephus albigula,14,NA
534,wdn,WU,2,22,Phyllastrephus albigula,15,NA
535,wdn,WU,2,22,Chamaetylas fuelleborni,55,112
536,wdn,WU,2,22,Chamaetylas fuelleborni,58,108
537,wdn,WU,2,22,Chamaetylas fuelleborni,49,NA
538,wdn,WU,2,22,Chamaetylas fuelleborni,61,NA
539,wdn,WU,2,22,Pogonocichla stellata,15,NA
540,wdn,WU,2,22,Elminia albonotata,8,NA
541,wdn,WU,2,22,Elminia albonotata,8,NA
542,wdn,WU,2,22,Elminia albonotata,7,59
543,wdn,WU,2,22,Elminia albonotata,9,67
544,wdn,WU,2,22,Elminia albonotata,8,68
545,wdn,WU,2,22,Elminia albonotata,7,NA
546,wdn,WU,2,22,Phyllastrephus flavostriatus,19,NA
547,wdn,WU,2,22,Phylloscopus ruficapilla,8,55
548,wdn,WU,2,22,Phylloscopus ruficapilla,8,NA
549,wdn,WU,2,22,Phylloscopus ruficapilla,7,NA
550,wdn,WU,2,22,Apaloderma vittatum,50,123
551,wdn,WU,2,22,Hedydipna collaris,8,49
552,wdn,WU,2,22,Cinnyris usambaricus,6,NA
553,wdn,WU,2,22,Batis mixta,12,62
554,wdn,WU,2,22,Batis mixta,11,59
555,wdn,WU,2,22,Turdus roehli,58,108
556,wdn,WU,2,22,Geokichla gurneyi,64,110
557,wdn,WU,2,22,Phyllastrephus cabanisi,21,NA
558,wdn,WU,2,22,Phyllastrephus cabanisi,24,NA
559,wdn,WU,2,22,Phyllastrephus cabanisi,25,NA
560,wdn,WU,2,22,Cyanomitra olivacea,8,NA
561,wdn,WU,2,22,Cyanomitra olivacea,9,NA
562,wdn,WU,2,22,Cyanomitra olivacea,9,NA
563,wdn,WU,2,22,Cyanomitra olivacea,10,NA
564,wdn,WU,2,22,Cyanomitra olivacea,8,NA
565,wdn,WU,2,22,Artisornis metopias,8,48
566,wdn,WU,2,22,Artisornis metopias,8,50
567,wdn,WU,2,22,Sheppardia sharpei,13,69
568,wdn,WU,2,22,Sheppardia sharpei,13,63
569,wdn,WU,2,22,Sheppardia sharpei,14,NA
570,wdn,WU,2,22,Arizelocichla milanjensis,42,96
571,wdn,WU,2,22,Arizelocichla milanjensis,46,NA
572,wdn,WU,2,22,Arizelocichla masukuensis,23,NA
573,wdn,WU,2,22,Arizelocichla masukuensis,27,NA
574,wdn,WU,2,22,Arizelocichla masukuensis,28,NA
575,wdn,WU,2,22,Arizelocichla masukuensis,24,85
576,wdn,WU,2,22,Modulatrix stictigula,30,75
577,wdn,WU,2,22,Modulatrix stictigula,30,76
578,wdn,WU,2,22,Modulatrix stictigula,30,75
579,wdn,WU,2,22,Modulatrix stictigula,33,NA
580,wdn,WU,2,22,Phyllastrephus albigula,15,71
581,wdn,WU,2,22,Phyllastrephus albigula,14,63
582,wdn,WU,2,22,Chamaetylas fuelleborni,61,113
583,wdn,WU,2,22,Elminia albonotata,8,60
584,wdn,WU,2,22,Elminia albonotata,8,64
585,wdn,WU,2,22,Elminia albonotata,8,65
586,wdn,WU,2,22,Elminia albonotata,9,NA
587,wdn,WU,2,22,Elminia albonotata,7,NA
588,wdn,WU,2,22,Elminia albonotata,7,NA
589,wdn,WU,2,22,Elminia albonotata,7,NA
590,wdn,WU,2,22,Phylloscopus ruficapilla,10,NA
591,wdn,WU,2,22,Phylloscopus ruficapilla,7,51
592,wdn,WU,2,22,Sylvia abyssinica,18,NA
593,wdn,WU,2,22,Apalis thoracica,11,NA
594,wdn,WU,2,22,Bradypterus lopezi,15,NA
595,wdn,WU,2,22,Bradypterus lopezi,17,57
596,wdn,WU,2,22,Geokichla gurneyi,57,110
597,wdn,WU,2,22,Geokichla gurneyi,60,NA
598,wdn,WU,2,22,Phyllastrephus cabanisi,25,NA
599,wdn,WU,2,22,Cyanomitra olivacea,9,NA
600,wdn,WU,2,22,Cyanomitra olivacea,9,NA
601,wdn,WU,2,22,Cyanomitra olivacea,8,NA
602,wdn,WU,2,22,Cyanomitra olivacea,9,NA
603,wdn,WU,2,22,Illadopsis rufipennis,26,NA
604,wdn,WU,2,22,Artisornis metopias,9,48
605,wdn,WU,2,22,Sheppardia sharpei,14,NA
606,wdn,WU,2,22,Sheppardia sharpei,12,NA
607,wdn,WU,2,22,Sheppardia sharpei,14,NA
608,wdn,WU,2,22,Arizelocichla milanjensis,46,NA
609,wdn,WU,2,22,Arizelocichla masukuensis,25,NA
610,wdn,WU,2,22,Arizelocichla masukuensis,27,NA
611,wdn,WU,2,22,Arizelocichla masukuensis,29,NA
612,wdn,WU,2,22,Arizelocichla masukuensis,26,NA
613,wdn,WU,2,22,Arizelocichla masukuensis,29,NA
614,wdn,WU,2,22,Modulatrix stictigula,32,75
615,wdn,WU,2,22,Modulatrix stictigula,30,78
616,wdn,WU,2,22,Chamaetylas fuelleborni,55,NA
617,wdn,WU,2,22,Pogonocichla stellata,16,82
618,wdn,WU,2,22,Elminia albonotata,8,NA
619,wdn,WU,2,22,Elminia albonotata,7,NA
620,wdn,WU,2,22,Elminia albonotata,8,NA
621,wdn,WU,2,22,Elminia albonotata,8,NA
622,wdn,WU,2,22,Phylloscopus ruficapilla,9,55
623,wdn,WU,2,22,Sylvia abyssinica,16,65
624,wdn,WU,2,22,Sylvia abyssinica,19,NA
625,wdn,WU,2,22,Telophorus nigrifrons,34,87
626,wdn,WU,2,22,Apalis thoracica,10,48
627,wdn,WU,2,22,Apalis thoracica,12,50
628,wdn,WU,2,22,Apalis thoracica,9,NA
629,wdn,WU,2,22,Apalis thoracica,8,NA
630,wdn,WU,2,22,Ploceus bicolor,37,87
631,wdn,WU,2,22,Ploceus bicolor,30,80
632,wdn,WU,2,22,Bradypterus lopezi,20,65
633,wdn,WU,2,22,Bradypterus lopezi,17,59
634,wdn,WU,2,22,Bradypterus lopezi,16,59
635,wdn,WU,2,22,Eurillas virens,25,79
636,wdn,WU,2,22,Turdus roehli,58,110
637,wdn,WU,2,22,Turdus roehli,58,105
638,wdn,WU,2,22,Phyllastrephus cabanisi,29,NA
639,wdn,WU,2,22,Phyllastrephus cabanisi,26,NA
640,wdn,WU,2,22,Phyllastrephus cabanisi,23,NA
641,wdn,WU,2,22,Phyllastrephus cabanisi,24,NA
642,wdn,WU,2,22,Phyllastrephus cabanisi,27,NA
643,wdn,WU,2,22,Phyllastrephus cabanisi,23,NA
644,wdn,WU,2,22,Phyllastrephus cabanisi,25,NA
645,wdn,WU,2,22,Phyllastrephus cabanisi,24,NA
646,wdn,WU,2,22,Phyllastrephus cabanisi,24,NA
647,wdn,WU,2,22,Phyllastrephus cabanisi,26,NA
648,wdn,WU,2,22,Phyllastrephus cabanisi,26,NA
649,wdn,WU,2,22,Cyanomitra olivacea,10,NA
650,wdn,WU,2,22,Cyanomitra olivacea,9,NA
651,wdn,WU,2,22,Cyanomitra olivacea,9,NA
652,wdn,WU,2,22,Cyanomitra olivacea,9,NA
653,wdn,WU,2,22,Cyanomitra olivacea,10,NA
654,wdn,WU,2,22,Cyanomitra olivacea,10,NA
655,wdn,WU,2,22,Cyanomitra olivacea,11,NA
656,wdn,WU,2,22,Cyanomitra olivacea,10,NA
657,wdn,WU,2,22,Chloropicus griseocephalus,37,99
658,wdn,WU,2,22,Chloropicus griseocephalus,36,100
659,wdn,WU,2,22,Illadopsis rufipennis,27,NA
660,wdn,WU,2,22,Illadopsis rufipennis,27,NA
661,wdn,WU,2,22,Illadopsis rufipennis,21,NA
662,wdn,WU,2,22,Artisornis metopias,9,NA
663,wdn,WU,2,22,Artisornis metopias,8,44
664,wdn,WU,2,22,Artisornis metopias,8,NA
665,wdn,WU,2,22,Artisornis metopias,8,NA
666,wdn,WU,2,22,Artisornis metopias,9,NA
667,wdn,WU,2,22,Cryptospiza reichenovii,11,NA
668,wdn,WU,2,22,Cryptospiza reichenovii,12,NA
669,wdn,WU,2,22,Cryptospiza reichenovii,12,57
670,wdn,WU,2,22,Cryptospiza reichenovii,12,NA
671,wdn,WU,2,22,Sheppardia sharpei,12,NA
672,wdn,WU,2,22,Sheppardia sharpei,14,NA
673,wdn,WU,2,22,Sheppardia sharpei,15,NA
674,wdn,WU,2,22,Sheppardia sharpei,13,NA
675,wdn,WU,2,22,Sheppardia sharpei,13,NA
676,wdn,WU,2,22,Sheppardia sharpei,12,NA
677,wdn,WU,2,22,Sheppardia sharpei,14,NA
678,wdn,WU,2,22,Sheppardia sharpei,14,NA
679,wdn,WU,2,22,Sheppardia sharpei,14,NA
680,wdn,WU,2,22,Sheppardia sharpei,12,NA
681,wdn,WU,2,22,Arizelocichla milanjensis,45,NA
682,wdn,WU,2,22,Arizelocichla milanjensis,46,NA
683,wdn,WU,2,22,Arizelocichla milanjensis,40,NA
684,wdn,WU,2,22,Arizelocichla milanjensis,37,NA
685,wdn,WU,2,22,Arizelocichla milanjensis,48,NA
686,wdn,WU,2,22,Arizelocichla masukuensis,26,NA
687,wdn,WU,2,22,Arizelocichla masukuensis,25,NA
688,wdn,WU,2,22,Arizelocichla masukuensis,25,NA
689,wdn,WU,2,22,Arizelocichla masukuensis,24,NA
690,wdn,WU,2,22,Arizelocichla masukuensis,26,NA
691,wdn,WU,2,22,Arizelocichla masukuensis,25,NA
692,wdn,WU,2,22,Arizelocichla masukuensis,26,NA
693,wdn,WU,2,22,Arizelocichla masukuensis,24,NA
694,wdn,WU,2,22,Arizelocichla masukuensis,25,NA
695,wdn,WU,2,22,Modulatrix stictigula,29,75
696,wdn,WU,2,22,Modulatrix stictigula,30,81
697,wdn,WU,2,22,Phyllastrephus albigula,14,65
698,wdn,WU,2,22,Phyllastrephus albigula,14,65
699,wdn,WU,2,22,Phyllastrephus albigula,16,NA
700,wdn,WU,2,22,Phyllastrephus albigula,14,NA
701,wdn,WU,2,22,Phyllastrephus albigula,15,NA
702,wdn,WU,2,22,Phyllastrephus albigula,15,NA
703,wdn,WU,2,22,Phyllastrephus albigula,15,NA
704,wdn,WU,2,22,Phyllastrephus albigula,15,NA
705,wdn,WU,2,22,Phyllastrephus albigula,17,NA
706,wdn,WU,2,22,Phyllastrephus albigula,15,NA
707,wdn,WU,2,22,Phyllastrephus albigula,15,NA
708,wdn,WU,2,22,Phyllastrephus albigula,15,NA
709,wdn,WU,2,22,Phyllastrephus albigula,14,NA
710,wdn,WU,2,22,Phyllastrephus albigula,16,NA
711,wdn,WU,2,22,Chamaetylas fuelleborni,52,NA
712,wdn,WU,2,22,Chamaetylas fuelleborni,55,NA
713,wdn,WU,2,22,Chamaetylas fuelleborni,51,NA
714,wdn,WU,2,22,Chamaetylas fuelleborni,59,NA
715,wdn,WU,2,22,Chamaetylas fuelleborni,57,115
716,wdn,WU,2,22,Chamaetylas fuelleborni,56,110
717,wdn,WU,2,22,Chamaetylas fuelleborni,60,NA
718,wdn,WU,2,22,Chamaetylas fuelleborni,57,NA
719,wdn,WU,2,22,Elminia albonotata,8,NA
720,wdn,WU,2,22,Elminia albonotata,7,NA
721,wdn,WU,2,22,Elminia albonotata,8,NA
722,wdn,WU,2,22,Elminia albonotata,7,NA
723,wdn,WU,2,22,Elminia albonotata,8,NA
724,wdn,WU,2,22,Elminia albonotata,7,NA
725,wdn,WU,2,22,Elminia albonotata,8,NA
726,wdn,WU,2,22,Phyllastrephus flavostriatus,34,107
727,wdn,WU,2,22,Phylloscopus ruficapilla,7,49
728,wdn,WU,2,22,Zosterops senegalensis,9,NA
729,wdn,WU,2,22,Sylvia abyssinica,17,NA
730,wdn,WU,2,22,Apalis thoracica,11,50
731,wdn,WU,2,22,Apalis thoracica,10,48
732,wdn,WU,2,22,Cinnyris usambaricus,8,51
733,wdn,WU,2,22,Cinnyris usambaricus,7,NA
734,wdn,WU,2,22,Cinnyris usambaricus,8,NA
735,wdn,WU,2,22,Bradypterus lopezi,18,NA
736,wdn,WU,2,22,Batis mixta,12,63
737,wdn,WU,2,22,Batis mixta,12,63
738,wdn,WU,2,22,Turdus roehli,69,113
739,wdn,WU,2,22,Turdus roehli,71,NA
740,wdn,WU,2,22,Linurgus olivaceus,20,71
741,wdn,WU,2,22,Linurgus olivaceus,19,69
742,wdn,WU,2,22,Phyllastrephus cabanisi,24,NA
743,wdn,WU,2,22,Phyllastrephus cabanisi,27,NA
744,wdn,WU,2,22,Phyllastrephus cabanisi,24,NA
745,wdn,WU,2,22,Phyllastrephus cabanisi,29,NA
746,wdn,WU,2,22,Phyllastrephus cabanisi,32,NA
747,wdn,WU,2,22,Cyanomitra olivacea,11,NA
748,wdn,WU,2,22,Cyanomitra olivacea,10,NA
749,wdn,WU,2,22,Artisornis metopias,9,50
750,wdn,WU,2,22,Artisornis metopias,7,49
751,wdn,WU,2,22,Artisornis metopias,8,NA
752,wdn,WU,2,22,Cryptospiza reichenovii,13,55
753,wdn,WU,2,22,Cryptospiza reichenovii,12,55
754,wdn,WU,2,22,Cryptospiza reichenovii,12,52
755,wdn,WU,2,22,Cryptospiza reichenovii,12,52
756,wdn,WU,2,22,Cryptospiza reichenovii,13,NA
757,wdn,WU,2,22,Cryptospiza reichenovii,13,NA
758,wdn,WU,2,22,Sheppardia sharpei,16,NA
759,wdn,WU,2,22,Sheppardia sharpei,14,NA
760,wdn,WU,2,22,Sheppardia sharpei,14,68
761,wdn,WU,2,22,Arizelocichla milanjensis,47,95
762,wdn,WU,2,22,Arizelocichla milanjensis,43,100
763,wdn,WU,2,22,Arizelocichla milanjensis,42,NA
764,wdn,WU,2,22,Arizelocichla milanjensis,44,NA
765,wdn,WU,2,22,Arizelocichla masukuensis,25,NA
766,wdn,WU,2,22,Arizelocichla masukuensis,27,NA
767,wdn,WU,2,22,Arizelocichla masukuensis,28,NA
768,wdn,WU,2,22,Arizelocichla masukuensis,27,NA
769,wdn,WU,2,22,Arizelocichla masukuensis,23,NA
770,wdn,WU,2,22,Arizelocichla masukuensis,24,NA
771,wdn,WU,2,22,Arizelocichla masukuensis,28,NA
772,wdn,WU,2,22,Arizelocichla masukuensis,26,NA
773,wdn,WU,2,22,Arizelocichla masukuensis,29,80
774,wdn,WU,2,22,Modulatrix stictigula,34,82
775,wdn,WU,2,22,Modulatrix stictigula,29,NA
776,wdn,WU,2,22,Phyllastrephus albigula,18,69
777,wdn,WU,2,22,Phyllastrephus albigula,16,67
778,wdn,WU,2,22,Phyllastrephus albigula,16,69
779,wdn,WU,2,22,Phyllastrephus albigula,16,66
780,wdn,WU,2,22,Phyllastrephus albigula,15,64
781,wdn,WU,2,22,Phyllastrephus albigula,16,70
782,wdn,WU,2,22,Phyllastrephus albigula,16,67
783,wdn,WU,2,22,Phyllastrephus albigula,16,68
784,wdn,WU,2,22,Phyllastrephus albigula,16,72
785,wdn,WU,2,22,Phyllastrephus albigula,14,64
786,wdn,WU,2,22,Phyllastrephus albigula,18,71
787,wdn,WU,2,22,Phyllastrephus albigula,15,69
788,wdn,WU,2,22,Chamaetylas fuelleborni,57,110
789,wdn,WU,2,22,Chamaetylas fuelleborni,58,110
790,wdn,WU,2,22,Elminia albonotata,8,63
791,wdn,WU,2,22,Elminia albonotata,7,NA
792,wdn,WU,2,22,Phyllastrephus flavostriatus,38,101
793,wdn,WU,2,22,Phylloscopus ruficapilla,8,52
794,wdn,WU,2,22,Phylloscopus ruficapilla,8,52
795,wdn,WU,2,22,Phylloscopus ruficapilla,8,NA
796,wdn,WU,2,22,Telophorus nigrifrons,36,87
797,wdn,WU,2,22,Hedydipna collaris,8,52
798,wdn,WU,2,22,Hedydipna collaris,8,53
799,wdn,WU,2,22,Cinnyris usambaricus,9,NA
800,wdn,WU,2,22,Bradypterus lopezi,19,57
801,wdn,WU,2,22,Batis mixta,12,61
802,wdn,WU,2,22,Turdus roehli,57,111
803,wdn,WU,2,22,Turdus roehli,64,NA
804,wdn,WU,2,22,Phyllastrephus cabanisi,25,NA
805,wdn,WU,2,22,Phyllastrephus cabanisi,28,NA
806,wdn,WU,2,22,Phyllastrephus cabanisi,25,NA
807,wdn,WU,2,22,Phyllastrephus cabanisi,22,NA
808,wdn,WU,2,22,Cyanomitra olivacea,7,NA
809,wdn,WU,2,22,Cyanomitra olivacea,9,NA
810,wdn,WU,2,22,Cyanomitra olivacea,8,NA
811,wdn,WU,2,22,Cyanomitra olivacea,7,NA
812,wdn,WU,2,22,Cyanomitra olivacea,7,NA
813,wdn,WU,2,22,Cyanomitra olivacea,8,NA
814,wdn,WU,2,22,Cyanomitra olivacea,8,NA
815,wdn,WU,2,22,Cyanomitra olivacea,10,NA
816,wdn,WU,2,22,Cyanomitra olivacea,6,NA
817,wdn,WU,2,22,Cyanomitra olivacea,10,NA
818,wdn,WU,2,22,Cyanomitra olivacea,6,NA
819,wdn,WU,2,22,Cyanomitra olivacea,10,NA
820,wdn,WU,2,22,Illadopsis rufipennis,24,69
821,wdn,WU,2,22,Artisornis metopias,8,48
822,wdn,WU,2,22,Cryptospiza reichenovii,15,53
823,wdn,WU,2,22,Cryptospiza reichenovii,12,54
824,wdn,WU,2,22,Cryptospiza reichenovii,14,54
825,wdn,WU,2,22,Sheppardia sharpei,13,65
826,wdn,WU,2,22,Arizelocichla milanjensis,43,92
827,wdn,WU,2,22,Arizelocichla milanjensis,37,96
828,wdn,WU,2,22,Arizelocichla milanjensis,43,96
829,wdn,WU,2,22,Arizelocichla milanjensis,44,96
830,wdn,WU,2,22,Arizelocichla milanjensis,45,96
831,wdn,WU,2,22,Arizelocichla milanjensis,45,96
832,wdn,WU,2,22,Arizelocichla masukuensis,25,NA
833,wdn,WU,2,22,Arizelocichla masukuensis,25,NA
834,wdn,WU,2,22,Arizelocichla masukuensis,25,NA
835,wdn,WU,2,22,Arizelocichla masukuensis,28,78
836,wdn,WU,2,22,Arizelocichla masukuensis,23,NA
837,wdn,WU,2,22,Arizelocichla masukuensis,24,NA
838,wdn,WU,2,22,Modulatrix stictigula,34,78
839,wdn,WU,2,22,Turtur tympanistria,84,113
840,wdn,WU,2,22,Turtur tympanistria,65,116
841,wdn,WU,2,22,Phyllastrephus albigula,15,NA
842,wdn,WU,2,22,Phyllastrephus albigula,13,NA
843,wdn,WU,2,22,Phyllastrephus albigula,13,NA
844,wdn,WU,2,22,Chamaetylas fuelleborni,50,NA
845,wdn,WU,2,22,Pogonocichla stellata,16,78
846,wdn,WU,2,22,Elminia albonotata,9,64
847,wdn,WU,2,22,Elminia albonotata,8,NA
848,wdn,WU,2,22,Elminia albonotata,8,64
849,wdn,WU,2,22,Phyllastrephus flavostriatus,35,NA
850,wdn,WU,2,22,Phylloscopus ruficapilla,8,55
851,wdn,WU,2,22,Phylloscopus ruficapilla,6,NA
852,wdn,WU,2,22,Phylloscopus ruficapilla,8,51
853,wdn,EU,3,16,Bradypterus lopezi,20,61
854,wdn,EU,3,16,Bradypterus lopezi,16,NA
855,wdn,EU,3,16,Bradypterus lopezi,18,NA
856,wdn,EU,3,16,Eurillas virens,25,NA
857,wdn,EU,3,16,Eurillas virens,26,83
858,wdn,EU,3,16,Eurillas virens,26,81
859,wdn,EU,3,16,Eurillas virens,25,82
860,wdn,EU,3,16,Eurillas virens,23,78
861,wdn,EU,3,16,Phyllastrephus cabanisi,25,83
862,wdn,EU,3,16,Phyllastrephus cabanisi,25,78
863,wdn,EU,3,16,Phyllastrephus cabanisi,26,85
864,wdn,EU,3,16,Cyanomitra olivacea,8,55
865,wdn,EU,3,16,Cyanomitra olivacea,9,60
866,wdn,EU,3,16,Cyanomitra olivacea,8,54
867,wdn,EU,3,16,Cyanomitra olivacea,8,55
868,wdn,EU,3,16,Cyanomitra olivacea,10,64
869,wdn,EU,3,16,Cyanomitra olivacea,10,60
870,wdn,EU,3,16,Cyanomitra olivacea,10,61
871,wdn,EU,3,16,Cyanomitra olivacea,8,53
872,wdn,EU,3,16,Cyanomitra olivacea,10,60
873,wdn,EU,3,16,Cyanomitra olivacea,11,65
874,wdn,EU,3,16,Cyanomitra olivacea,8,56
875,wdn,EU,3,16,Cyanomitra olivacea,9,NA
876,wdn,EU,3,16,Cyanomitra olivacea,9,NA
877,wdn,EU,3,16,Cyanomitra olivacea,8,NA
878,wdn,EU,3,16,Cyanomitra olivacea,9,NA
879,wdn,EU,3,16,Cyanomitra olivacea,10,NA
880,wdn,EU,3,16,Illadopsis rufipennis,30,73
881,wdn,EU,3,16,Illadopsis rufipennis,24,70
882,wdn,EU,3,16,Illadopsis rufipennis,30,74
883,wdn,EU,3,16,Illadopsis rufipennis,26,70
884,wdn,EU,3,16,Illadopsis rufipennis,26,69
885,wdn,EU,3,16,Artisornis metopias,10,45
886,wdn,EU,3,16,Artisornis metopias,8,43
887,wdn,EU,3,16,Cryptospiza reichenovii,13,49
888,wdn,EU,3,16,Cryptospiza reichenovii,12,51
889,wdn,EU,3,16,Sheppardia sharpei,14,69
890,wdn,EU,3,16,Sheppardia sharpei,16,NA
891,wdn,EU,3,16,Arizelocichla milanjensis,37,NA
892,wdn,EU,3,16,Arizelocichla milanjensis,44,99
893,wdn,EU,3,16,Arizelocichla masukuensis,25,77
894,wdn,EU,3,16,Arizelocichla masukuensis,23,75
895,wdn,EU,3,16,Arizelocichla masukuensis,26,80
896,wdn,EU,3,16,Arizelocichla masukuensis,26,79
897,wdn,EU,3,16,Arizelocichla masukuensis,24,81
898,wdn,EU,3,16,Arizelocichla masukuensis,26,84
899,wdn,EU,3,16,Arizelocichla masukuensis,24,81
900,wdn,EU,3,16,Phyllastrephus albigula,14,68
901,wdn,EU,3,16,Phyllastrephus albigula,15,68
902,wdn,EU,3,16,Phyllastrephus albigula,13,63
903,wdn,EU,3,16,Chamaetylas fuelleborni,49,111
904,wdn,EU,3,16,Elminia albonotata,8,65
905,wdn,EU,3,16,Phylloscopus ruficapilla,9,49
906,wdn,EU,3,16,Smithornis capensis,21,69
907,wdn,EU,3,16,Bradypterus lopezi,20,NA
908,wdn,EU,3,16,Bradypterus lopezi,18,58
909,wdn,EU,3,16,Bradypterus lopezi,21,60
910,wdn,EU,3,16,Bradypterus lopezi,15,55
911,wdn,EU,3,16,Bradypterus lopezi,21,60
912,wdn,EU,3,16,Bradypterus lopezi,20,60
913,wdn,EU,3,16,Batis mixta,11,59
914,wdn,EU,3,16,Eurillas virens,26,NA
915,wdn,EU,3,16,Eurillas virens,26,84
916,wdn,EU,3,16,Eurillas virens,25,81
917,wdn,EU,3,16,Turdus roehli,49,111
918,wdn,EU,3,16,Geokichla gurneyi,53,113
919,wdn,EU,3,16,Geokichla gurneyi,47,112
920,wdn,EU,3,16,Geokichla gurneyi,63,NA
921,wdn,EU,3,16,Phyllastrephus cabanisi,27,NA
922,wdn,EU,3,16,Phyllastrephus cabanisi,30,NA
923,wdn,EU,3,16,Cyanomitra olivacea,8,55
924,wdn,EU,3,16,Cyanomitra olivacea,9,NA
925,wdn,EU,3,16,Cyanomitra olivacea,9,NA
926,wdn,EU,3,16,Cyanomitra olivacea,9,NA
927,wdn,EU,3,16,Cyanomitra olivacea,8,NA
928,wdn,EU,3,16,Cyanomitra olivacea,10,NA
929,wdn,EU,3,16,Cyanomitra olivacea,8,60
930,wdn,EU,3,16,Cyanomitra olivacea,8,61
931,wdn,EU,3,16,Illadopsis rufipennis,30,75
932,wdn,EU,3,16,Illadopsis rufipennis,26,NA
933,wdn,EU,3,16,Illadopsis rufipennis,25,NA
934,wdn,EU,3,16,Spermophaga ruficapilla,22,67
935,wdn,EU,3,16,Sheppardia sharpei,14,65
936,wdn,EU,3,16,Sheppardia sharpei,15,68
937,wdn,EU,3,16,Arizelocichla milanjensis,40,99
938,wdn,EU,3,16,Arizelocichla milanjensis,36,91
939,wdn,EU,3,16,Arizelocichla milanjensis,40,91
940,wdn,EU,3,16,Arizelocichla milanjensis,36,97
941,wdn,EU,3,16,Arizelocichla milanjensis,42,NA
942,wdn,EU,3,16,Arizelocichla milanjensis,36,92
943,wdn,EU,3,16,Arizelocichla masukuensis,22,80
944,wdn,EU,3,16,Arizelocichla masukuensis,27,NA
945,wdn,EU,3,16,Arizelocichla masukuensis,28,NA
946,wdn,EU,3,16,Arizelocichla masukuensis,34,NA
947,wdn,EU,3,16,Arizelocichla masukuensis,24,NA
948,wdn,EU,3,16,Arizelocichla masukuensis,25,77
949,wdn,EU,3,16,Arizelocichla masukuensis,26,82
950,wdn,EU,3,16,Turtur tympanistria,67,118
951,wdn,EU,3,16,Chamaetylas fuelleborni,49,108
952,wdn,EU,3,16,Chamaetylas fuelleborni,43,106
